"Date","Particulars","Supplier","Voucher No.","Voucher Type","Value","Gross Total","Purchase ZCOL","IGST Tax","800012-Clearing Cess","CGST Tax","SGST Tax","Clean Engry Cess","BasicCustomsduty-Amt","Freight/Quantity","Handling Charges","Mat.INS-Fixed","Miscellaneous Chrges","DischargePort Ag.Chg","Steve dooring@Unload","Vessel Insurance","Wharfage Un. Charges","OTB Procurement","Freight(Fixed Value)","Mine Transpt charge","NMED FUND (2%)","NMED FUND (30%)","Royalty charges %","Rail.Term./MT","Rake Unl. Chr./MT","Sizing charges","Stoving Charges"
"03 Jul 2023","0000011428-Shaktiman Equipments Pvt.Ltd.","0000011428-Shaktiman Equipments Pvt.Ltd.","4510001710","Purcahse Order ZCON","1,37,041.80","1,61,709.32 Cr","","","","12,333.76 Dr","12,333.76 Dr","","","","","","","","","","","","","","","","","","","",""
"03 Jul 2023","0000010159-P & G Enterprises","0000010159-P & G Enterprises","4510001711","Purcahse Order ZCON","59,360.00","70,044.80 Cr","","","","5,342.40 Dr","5,342.40 Dr","","","","","","","","","","","","","","","","","","","",""
"03 Jul 2023","0000011359-KAYALVIZHII ENTERPRISES","0000011359-KAYALVIZHII ENTERPRISES","4510001712","Purcahse Order ZCON","51,688.00","60,991.84 Cr","","","","4,651.92 Dr","4,651.92 Dr","","","","","","","","","","","","","","","","","","","",""
"03 Jul 2023","0000010570-Goodwill Engineering Company","0000010570-Goodwill Engineering Company","4520000928","Purcahse Order ZDOM","12,075.00","14,248.50 Cr","","","","1,086.75 Dr","1,086.75 Dr","","","","","","","","","","","","","","","","","","","",""
"03 Jul 2023","0000011641-AIXIN ENTERPRISES","0000011641-AIXIN ENTERPRISES","4540005753","Purcahse Order ZSER","35,250.00","41,595.00 Cr","","","","3,172.50 Dr","3,172.50 Dr","","","","","","","","","","","","","","","","","","","",""
"03 Jul 2023","0000030485-MARS Pest Management Systems (I) Pv","0000030485-MARS Pest Management Systems (I) Pv","4540005754","Purcahse Order ZSER","38,500.00","45,430.00 Cr","","","","3,465.00 Dr","3,465.00 Dr","","","","","","","","","","","","","","","","","","","",""
"03 Jul 2023","0000031124-Pak coolsystem","0000031124-Pak coolsystem","4540005755","Purcahse Order ZSER","4,150.00","4,897.00 Cr","","","","373.50 Dr","373.50 Dr","","","","","","","","","","","","","","","","","","","",""
"03 Jul 2023","0000012014-R K ENTERPRISES","0000012014-R K ENTERPRISES","4600001069","Purcahse Order ZCOL","5,24,50,000.00","5,24,50,000.00 Cr","5,24,50,000.00 Dr","","","","","","","","","","","","","","","","","","","","","","","",""
"04 Jul 2023","0000010069-GEA Westfalia Separator India Pvt L","0000010069-GEA Westfalia Separator India Pvt L","4500003523","Purcahse Order ZSPR","8,11,978.09","9,58,134.15 Cr","","1,46,156.06 Dr","","","","","","","","","","","","","","","","","","","","","","",""
"04 Jul 2023","0000010138-Magaldi Power India Private Limited","0000010138-Magaldi Power India Private Limited","4500003524","Purcahse Order ZSPR","12,61,379.60","14,32,039.54 Cr","","2,27,048.34 Dr","","","","","","","","","","","","","","","","","","","","","","",""
"04 Jul 2023","0000011164-Hydrotech Marketings","0000011164-Hydrotech Marketings","4500003525","Purcahse Order ZSPR","3,52,000.00","4,15,360.00 Cr","","","","31,680.00 Dr","31,680.00 Dr","","","","","","","","","","","","","","","","","","","",""
"04 Jul 2023","0000011427-Sri Sai Enterprises","0000011427-Sri Sai Enterprises","4500003526","Purcahse Order ZSPR","2,09,250.00","2,46,915.00 Cr","","","","18,832.50 Dr","18,832.50 Dr","","","","","","","","","","","","","","","","","","","",""
"04 Jul 2023","0000010665-BMW Steels Ltd","0000010665-BMW Steels Ltd","4500003527","Purcahse Order ZSPR","23,97,000.00","28,28,460.00 Cr","","4,31,460.00 Dr","","","","","","","","","","","","","","","","","","","","","","",""
"04 Jul 2023","0000011055-Metal Forms Pvt Ltd","0000011055-Metal Forms Pvt Ltd","4500003528","Purcahse Order ZSPR","1,42,500.00","1,68,150.00 Cr","","","","12,825.00 Dr","12,825.00 Dr","","","","","","","","","","","","","","","","","","","",""
"04 Jul 2023","0000012014-R K ENTERPRISES","0000012014-R K ENTERPRISES","4500003529","Purcahse Order ZSPR","86,767.50","1,95,156.15 Cr","","15,618.15 Dr","","","","","","","","","","","","","","","","","","","","","","",""
"04 Jul 2023","0000011801-SRJ ENGINEERS PVT LTD","0000011801-SRJ ENGINEERS PVT LTD","4500003530","Purcahse Order ZSPR","2,25,000.00","4,90,500.00 Cr","","40,500.00 Dr","","","","","","","","","","","","","","","","","","","","","","",""
"04 Jul 2023","0000010425-ABB India Limited","0000010425-ABB India Limited","4530001039","Purcahse Order ZASS","12,50,000.00","12,50,000.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"04 Jul 2023","0000031513-LAXMAN CONSULTANCY AND SERVICES","0000031513-LAXMAN CONSULTANCY AND SERVICES","4540005756","Purcahse Order ZSER","1,40,000.00","3,05,200.00 Cr","","25,200.00 Dr","","","","","","","","","","","","","","","","","","","","","","",""
"04 Jul 2023","0000030047-G.RAVI","0000030047-G.RAVI","4540005757","Purcahse Order ZSER","1,55,475.00","1,55,475.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"04 Jul 2023","0000010869-Emerging Technology","0000010869-Emerging Technology","4540005758","Purcahse Order ZSER","7,800.00","9,204.00 Cr","","","","702.00 Dr","702.00 Dr","","","","","","","","","","","","","","","","","","","",""
"04 Jul 2023","0000030359-RR Insulation","0000030359-RR Insulation","4540005759","Purcahse Order ZSER","6,44,857.20","7,60,931.50 Cr","","","","58,037.15 Dr","58,037.15 Dr","","","","","","","","","","","","","","","","","","","",""
"04 Jul 2023","0000030359-RR Insulation","0000030359-RR Insulation","4540005760","Purcahse Order ZSER","2,14,943.40","2,53,633.22 Cr","","","","19,344.91 Dr","19,344.91 Dr","","","","","","","","","","","","","","","","","","","",""
"04 Jul 2023","0000030359-RR Insulation","0000030359-RR Insulation","4540005761","Purcahse Order ZSER","2,96,016.00","3,49,298.88 Cr","","","","26,641.44 Dr","26,641.44 Dr","","","","","","","","","","","","","","","","","","","",""
"04 Jul 2023","0000020041-BENTLY NEVADA LLC","0000020041-BENTLY NEVADA LLC","4560000046","Purcahse Order ZIMP","4,586.00","4,586.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"05 Jul 2023","0000011035-A.M.R.Vegetables Shop","0000011035-A.M.R.Vegetables Shop","4520000929","Purcahse Order ZDOM","19,920.00","19,920.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"05 Jul 2023","0000031048-The Professional Couriers (Chennai)","0000031048-The Professional Couriers (Chennai)","4540005763","Purcahse Order ZSER","55,000.00","64,900.00 Cr","","","","4,950.00 Dr","4,950.00 Dr","","","","","","","","","","","","","","","","","","","",""
"05 Jul 2023","0000030843-Fast Track Pvt. Ltd.","0000030843-Fast Track Pvt. Ltd.","4540005764","Purcahse Order ZSER","3,85,000.00","4,04,250.00 Cr","","","","9,625.00 Dr","9,625.00 Dr","","","","","","","","","","","","","","","","","","","",""
"05 Jul 2023","0000011538-Krishna Enterprises","0000011538-Krishna Enterprises","4540005765","Purcahse Order ZSER","65,000.00","76,700.00 Cr","","","","5,850.00 Dr","5,850.00 Dr","","","","","","","","","","","","","","","","","","","",""
"05 Jul 2023","0000011538-Krishna Enterprises","0000011538-Krishna Enterprises","4540005766","Purcahse Order ZSER","32,500.00","38,350.00 Cr","","","","2,925.00 Dr","2,925.00 Dr","","","","","","","","","","","","","","","","","","","",""
"05 Jul 2023","0000031367-T7 Enterprises","0000031367-T7 Enterprises","4540005767","Purcahse Order ZSER","50,000.00","59,000.00 Cr","","","","4,500.00 Dr","4,500.00 Dr","","","","","","","","","","","","","","","","","","","",""
"05 Jul 2023","0000060228-TATA Teleservices Limited","0000060228-TATA Teleservices Limited","4540005768","Purcahse Order ZSER","33,742.65","67,485.30 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"06 Jul 2023","0000011990-TAPAIR ENGINEERING PVT. LTD","0000011990-TAPAIR ENGINEERING PVT. LTD","4500003531","Purcahse Order ZSPR","76,451.25","1,66,663.72 Cr","","","","6,880.61 Dr","6,880.61 Dr","","","","","","","","","","","","","","","","","","","",""
"06 Jul 2023","0000011607-SNK Rolling Bearing","0000011607-SNK Rolling Bearing","4500003532","Purcahse Order ZSPR","3,93,812.18","8,58,510.56 Cr","","70,886.20 Dr","","","","","","","","","","","","","","","","","","","","","","",""
"06 Jul 2023","0000031508-GLOBAL ENVIROTRONICS","0000031508-GLOBAL ENVIROTRONICS","4500003533","Purcahse Order ZSPR","72,168.00","1,57,326.24 Cr","","","","6,495.12 Dr","6,495.12 Dr","","","","","","","","","","","","","","","","","","","",""
"06 Jul 2023","0000031134-Nikaki Gears & Spares","0000031134-Nikaki Gears & Spares","4500003534","Purcahse Order ZSPR","6,27,324.00","7,40,242.32 Cr","","","","56,459.16 Dr","56,459.16 Dr","","","","","","","","","","","","","","","","","","","",""
"06 Jul 2023","0000012006-FEC INDIA PRIVATE LIMITED","0000012006-FEC INDIA PRIVATE LIMITED","4500003535","Purcahse Order ZSPR","1,81,450.08","3,95,561.18 Cr","","","","16,330.51 Dr","16,330.51 Dr","","","","","","","","","","","","","","","","","","","",""
"06 Jul 2023","0000010136-Madras Hardtools Agencies P Ltd","0000010136-Madras Hardtools Agencies P Ltd","4500003536","Purcahse Order ZSPR","4,50,000.00","5,31,000.00 Cr","","","","40,500.00 Dr","40,500.00 Dr","","","","","","","","","","","","","","","","","","","",""
"06 Jul 2023","0000010071-Geeco Enercon Pvt Limited","0000010071-Geeco Enercon Pvt Limited","4500003537","Purcahse Order ZSPR","1,45,890.00","1,83,950.20 Cr","","","","13,130.10 Dr","13,130.10 Dr","","","","","","","","","","","","","","","","","","","",""
"06 Jul 2023","0000011641-AIXIN ENTERPRISES","0000011641-AIXIN ENTERPRISES","4510001713","Purcahse Order ZCON","13,600.00","16,048.00 Cr","","","","1,224.00 Dr","1,224.00 Dr","","","","","","","","","","","","","","","","","","","",""
"06 Jul 2023","0000031508-GLOBAL ENVIROTRONICS","0000031508-GLOBAL ENVIROTRONICS","4540005769","Purcahse Order ZSER","27,900.00","60,822.00 Cr","","","","2,511.00 Dr","2,511.00 Dr","","","","","","","","","","","","","","","","","","","",""
"06 Jul 2023","0000060228-TATA Teleservices Limited","0000060228-TATA Teleservices Limited","4540005770","Purcahse Order ZSER","74,991.00","1,49,982.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"06 Jul 2023","","","4610001913","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"06 Jul 2023","","","4610001914","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"06 Jul 2023","","","4610001915","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"06 Jul 2023","","","4610001916","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"06 Jul 2023","","","4610001917","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"06 Jul 2023","","","4610001918","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"06 Jul 2023","","","4610001919","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"06 Jul 2023","","","4610001920","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"06 Jul 2023","","","4610001921","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"06 Jul 2023","","","4610001922","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"06 Jul 2023","","","4610001923","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"06 Jul 2023","0000012029-SUPER ENTERPRISES","0000012029-SUPER ENTERPRISES","47","Purcahse Order ZNPA","75,400.00","1,50,800.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"07 Jul 2023","0000011333-Globe Engineering Associates","0000011333-Globe Engineering Associates","4500003538","Purcahse Order ZSPR","2,25,910.00","2,66,573.80 Cr","","","","20,331.90 Dr","20,331.90 Dr","","","","","","","","","","","","","","","","","","","",""
"07 Jul 2023","0000011421-Mercury Enterprises","0000011421-Mercury Enterprises","4500003539","Purcahse Order ZSPR","1,57,560.00","1,85,920.80 Cr","","","","14,180.40 Dr","14,180.40 Dr","","","","","","","","","","","","","","","","","","","",""
"07 Jul 2023","0000031134-Nikaki Gears & Spares","0000031134-Nikaki Gears & Spares","4500003540","Purcahse Order ZSPR","23,546.70","29,362.50 Cr","","","","2,907.90 Dr","2,907.90 Dr","","","","","","","","","","","","","","","","","","","",""
"07 Jul 2023","0000011421-Mercury Enterprises","0000011421-Mercury Enterprises","4500003541","Purcahse Order ZSPR","3,55,995.00","4,20,074.12 Cr","","","","32,039.56 Dr","32,039.56 Dr","","","","","","","","","","","","","","","","","","","",""
"07 Jul 2023","0000010184-Rose Bearings (India)","0000010184-Rose Bearings (India)","4500003542","Purcahse Order ZSPR","45,000.00","53,100.00 Cr","","","","4,050.00 Dr","4,050.00 Dr","","","","","","","","","","","","","","","","","","","",""
"07 Jul 2023","0000011182-Madras Hydraulic Hose (P) Ltd","0000011182-Madras Hydraulic Hose (P) Ltd","4500003543","Purcahse Order ZSPR","3,000.00","3,540.00 Cr","","","","270.00 Dr","270.00 Dr","","","","","","","","","","","","","","","","","","","",""
"07 Jul 2023","0000010506-Suguna Agencies","0000010506-Suguna Agencies","4500003544","Purcahse Order ZSPR","82,074.00","1,00,347.32 Cr","","","","7,386.66 Dr","7,386.66 Dr","","","","","","","","","","","","","","","","","","","",""
"07 Jul 2023","0000011663-KMech Engineers","0000011663-KMech Engineers","4500003545","Purcahse Order ZSPR","3,57,684.00","4,22,067.12 Cr","","64,383.12 Dr","","","","","","","","","","","","","","","","","","","","","","",""
"07 Jul 2023","0000011853-VIJAYA ENTERPRISES","0000011853-VIJAYA ENTERPRISES","4540005771","Purcahse Order ZSER","2,10,000.00","2,47,800.00 Cr","","37,800.00 Dr","","","","","","","","","","","","","","","","","","","","","","",""
"07 Jul 2023","0000030806-Chemical Consultants","0000030806-Chemical Consultants","4540005772","Purcahse Order ZSER","1,20,000.00","1,41,600.00 Cr","","","","10,800.00 Dr","10,800.00 Dr","","","","","","","","","","","","","","","","","","","",""
"07 Jul 2023","0000060228-TATA Teleservices Limited","0000060228-TATA Teleservices Limited","4540005773","Purcahse Order ZSER","67,485.33","1,34,970.66 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"07 Jul 2023","0000030060-J.S.R Enterprises","0000030060-J.S.R Enterprises","4540005774","Purcahse Order ZSER","38,855.00","45,848.90 Cr","","","","3,496.95 Dr","3,496.95 Dr","","","","","","","","","","","","","","","","","","","",""
"07 Jul 2023","0000030060-J.S.R Enterprises","0000030060-J.S.R Enterprises","4540005775","Purcahse Order ZSER","38,004.00","44,844.72 Cr","","","","3,420.36 Dr","3,420.36 Dr","","","","","","","","","","","","","","","","","","","",""
"07 Jul 2023","0000060124-Rugmini Travels","0000060124-Rugmini Travels","4540005776","Purcahse Order ZSER","4,700.00","4,700.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"07 Jul 2023","0000010353-M.L. Engineering","0000010353-M.L. Engineering","4540005777","Purcahse Order ZSER","22,000.00","25,960.00 Cr","","","","1,980.00 Dr","1,980.00 Dr","","","","","","","","","","","","","","","","","","","",""
"07 Jul 2023","0000031517-VB Interior & Constructions","0000031517-VB Interior & Constructions","4540005778","Purcahse Order ZSER","86,100.00","1,87,698.00 Cr","","","","7,749.00 Dr","7,749.00 Dr","","","","","","","","","","","","","","","","","","","",""
"08 Jul 2023","0000012015-JSW MINERALS TRADING PRIVATE LIMITE","0000012015-JSW MINERALS TRADING PRIVATE LIMITE","4600001070","Purcahse Order ZCOL","5,24,50,000.00","5,90,72,500.00 Cr","5,24,50,000.00 Dr","26,22,500.00 Dr","40,00,000.00 Dr","","","","","","","","","","","","","","","","","","","","","",""
"10 Jul 2023","0000012033-HYDAC (INDIA) PVT. LTD","0000012033-HYDAC (INDIA) PVT. LTD","4500003546","Purcahse Order ZSPR","4,45,094.00","5,25,210.92 Cr","","","","40,058.46 Dr","40,058.46 Dr","","","","","","","","","","","","","","","","","","","",""
"10 Jul 2023","0000011416-Creative Engineers","0000011416-Creative Engineers","4500003547","Purcahse Order ZSPR","2,56,914.00","3,06,958.52 Cr","","","","23,122.26 Dr","23,122.26 Dr","","","","","","","","","","","","","","","","","","","",""
"10 Jul 2023","0000011607-SNK Rolling Bearing","0000011607-SNK Rolling Bearing","4500003548","Purcahse Order ZSPR","89,800.00","1,95,764.00 Cr","","16,164.00 Dr","","","","","","","","","","","","","","","","","","","","","","",""
"10 Jul 2023","0000011496-TN Oxygen Private Limited","0000011496-TN Oxygen Private Limited","4510001714","Purcahse Order ZCON","1,750.00","2,065.00 Cr","","","","157.50 Dr","157.50 Dr","","","","","","","","","","","","","","","","","","","",""
"10 Jul 2023","0000012016-REKHA DECOR","0000012016-REKHA DECOR","4520000930","Purcahse Order ZDOM","55,160.00","1,17,239.20 Cr","","","","3,459.60 Dr","3,459.60 Dr","","","","","","","","","","","","","","","","","","","",""
"10 Jul 2023","0000011884-NJ INDUSTRIAL PRODUCTS","0000011884-NJ INDUSTRIAL PRODUCTS","4520000931","Purcahse Order ZDOM","2,060.00","2,430.80 Cr","","","","185.40 Dr","185.40 Dr","","","","","","","","","","","","","","","","","","","",""
"10 Jul 2023","0000010353-M.L. Engineering","0000010353-M.L. Engineering","4540005779","Purcahse Order ZSER","95,000.00","1,28,100.00 Cr","","","","8,550.00 Dr","8,550.00 Dr","","","","","","","","","","","","","","","","","","","",""
"10 Jul 2023","0000031142-Archer Integrated Services Pvt.Ltd.","0000031142-Archer Integrated Services Pvt.Ltd.","4540005780","Purcahse Order ZSER","48,000.00","50,400.00 Cr","","","","1,200.00 Dr","1,200.00 Dr","","","","","","","","","","","","","","","","","","","",""
"10 Jul 2023","0000031389-Factor Healthcare Services Pvt.Ltd.","0000031389-Factor Healthcare Services Pvt.Ltd.","4540005782","Purcahse Order ZSER","75,000.00","75,000.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"10 Jul 2023","0000090011-Mahanadi Coal fields limited","0000090011-Mahanadi Coal fields limited","4600001071","Purcahse Order ZCOL","5,02,87,680.28","6,69,08,480.30 Cr","59,25,500.75 Dr","25,14,384.02 Dr","1,41,06,416.00 Dr","","","","","","","","","","","","","","","","","","","","","",""
"10 Jul 2023","0000011566-Sri Mahasakthi Petroleum","0000011566-Sri Mahasakthi Petroleum","4600001072","Purcahse Order ZSCF","56,98,800.00","56,98,800.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"11 Jul 2023","0000010570-Goodwill Engineering Company","0000010570-Goodwill Engineering Company","4510001715","Purcahse Order ZCON","3,000.00","3,540.00 Cr","","","","270.00 Dr","270.00 Dr","","","","","","","","","","","","","","","","","","","",""
"11 Jul 2023","0000010817-Cargo Container Seals","0000010817-Cargo Container Seals","4510001716","Purcahse Order ZCON","3,10,250.00","3,66,095.00 Cr","","","","27,922.50 Dr","27,922.50 Dr","","","","","","","","","","","","","","","","","","","",""
"11 Jul 2023","0000010712-H.M Industrial Suppliers","0000010712-H.M Industrial Suppliers","4520000932","Purcahse Order ZDOM","75,250.00","91,745.00 Cr","","","","6,772.50 Dr","6,772.50 Dr","","","","","","","","","","","","","","","","","","","",""
"11 Jul 2023","0000011538-Krishna Enterprises","0000011538-Krishna Enterprises","4540005783","Purcahse Order ZSER","43,280.00","51,070.40 Cr","","","","3,895.20 Dr","3,895.20 Dr","","","","","","","","","","","","","","","","","","","",""
"11 Jul 2023","0000030047-G.RAVI","0000030047-G.RAVI","4540005784","Purcahse Order ZSER","13,000.00","13,000.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"11 Jul 2023","0000011538-Krishna Enterprises","0000011538-Krishna Enterprises","4540005785","Purcahse Order ZSER","48,834.00","57,624.12 Cr","","","","4,395.06 Dr","4,395.06 Dr","","","","","","","","","","","","","","","","","","","",""
"11 Jul 2023","0000011896-SUPER ENTERPRISES","0000011896-SUPER ENTERPRISES","48","Purcahse Order ZNPA","2,850.00","3,363.00 Cr","","","","256.50 Dr","256.50 Dr","","","","","","","","","","","","","","","","","","","",""
"12 Jul 2023","0000011892-INTAS AUTOMATIONS","0000011892-INTAS AUTOMATIONS","4500003549","Purcahse Order ZSPR","2,868.00","3,384.24 Cr","","","","258.12 Dr","258.12 Dr","","","","","","","","","","","","","","","","","","","",""
"12 Jul 2023","0000011136-SV Belting","0000011136-SV Belting","4500003550","Purcahse Order ZSPR","2,408.00","3,341.44 Cr","","","","216.72 Dr","216.72 Dr","","","","","","","","","","","","","","","","","","","",""
"12 Jul 2023","0000010244-Thermal Instrument India Pvt.Ltd","0000010244-Thermal Instrument India Pvt.Ltd","4500003551","Purcahse Order ZSPR","14,550.00","18,349.00 Cr","","2,619.00 Dr","","","","","","","","","","","","","","","","","","","","","","",""
"12 Jul 2023","0000011641-AIXIN ENTERPRISES","0000011641-AIXIN ENTERPRISES","4500003552","Purcahse Order ZSPR","66,460.00","79,142.80 Cr","","","","6,341.40 Dr","6,341.40 Dr","","","","","","","","","","","","","","","","","","","",""
"12 Jul 2023","0000011523-Nazrex Hard Tools Complex","0000011523-Nazrex Hard Tools Complex","4510001717","Purcahse Order ZCON","1,700.00","2,200.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"12 Jul 2023","0000030359-RR Insulation","0000030359-RR Insulation","4540005786","Purcahse Order ZSER","3,61,867.20","4,27,003.30 Cr","","","","32,568.05 Dr","32,568.05 Dr","","","","","","","","","","","","","","","","","","","",""
"12 Jul 2023","0000011538-Krishna Enterprises","0000011538-Krishna Enterprises","4540005787","Purcahse Order ZSER","68,200.00","80,476.00 Cr","","","","6,138.00 Dr","6,138.00 Dr","","","","","","","","","","","","","","","","","","","",""
"12 Jul 2023","0000060228-TATA Teleservices Limited","0000060228-TATA Teleservices Limited","4540005788","Purcahse Order ZSER","20,245.59","40,491.18 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"12 Jul 2023","0000012026-SYNTERPRISE ENERGY SERVICES PVT LTD","0000012026-SYNTERPRISE ENERGY SERVICES PVT LTD","4540005790","Purcahse Order ZSER","7,10,000.00","15,47,800.00 Cr","","1,27,800.00 Dr","","","","","","","","","","","","","","","","","","","","","","",""
"12 Jul 2023","0000090024-A & A International Trading Pvt. Lt","0000090024-A & A International Trading Pvt. Lt","4600001073","Purcahse Order ZCOL","5,56,00,000.00","6,23,80,000.00 Cr","5,56,00,000.00 Dr","","40,00,000.00 Dr","13,90,000.00 Dr","13,90,000.00 Dr","","","","","","","","","","","","","","","","","","","",""
"13 Jul 2023","0000010071-Geeco Enercon Pvt Limited","0000010071-Geeco Enercon Pvt Limited","4500003553","Purcahse Order ZSPR","15,73,680.36","18,68,742.82 Cr","","","","1,41,631.23 Dr","1,41,631.23 Dr","","","","","","","","","","","","","","","","","","","",""
"13 Jul 2023","0000011053-Premier(India)Bearings Ltd","0000011053-Premier(India)Bearings Ltd","4500003554","Purcahse Order ZSPR","1,04,825.00","1,23,693.50 Cr","","","","9,434.25 Dr","9,434.25 Dr","","","","","","","","","","","","","","","","","","","",""
"13 Jul 2023","0000011965-MACROPO EXPANSION JOINTS PVT LTD","0000011965-MACROPO EXPANSION JOINTS PVT LTD","4500003555","Purcahse Order ZSPR","4,61,280.00","10,05,590.40 Cr","","","","41,515.20 Dr","41,515.20 Dr","","","","","","","","","","","","","","","","","","","",""
"13 Jul 2023","0000011475-VPK Print Product","0000011475-VPK Print Product","4520000933","Purcahse Order ZDOM","7,800.00","9,204.00 Cr","","","","702.00 Dr","702.00 Dr","","","","","","","","","","","","","","","","","","","",""
"13 Jul 2023","0000011121-Admire Furnitures","0000011121-Admire Furnitures","4520000934","Purcahse Order ZDOM","56,500.00","69,974.00 Cr","","","","5,085.00 Dr","5,085.00 Dr","","","","","","","","","","","","","","","","","","","",""
"13 Jul 2023","0000030074-M.S.Enterprises","0000030074-M.S.Enterprises","4540005791","Purcahse Order ZSER","91,300.00","1,07,734.00 Cr","","","","8,217.00 Dr","8,217.00 Dr","","","","","","","","","","","","","","","","","","","",""
"13 Jul 2023","0000090024-A & A International Trading Pvt. Lt","0000090024-A & A International Trading Pvt. Lt","4600001074","Purcahse Order ZCOL","1,29,00,000.00","1,35,45,000.00 Cr","1,29,00,000.00 Dr","","","3,22,500.00 Dr","3,22,500.00 Dr","","","","","","","","","","","","","","","","","","","",""
"14 Jul 2023","0000010184-Rose Bearings (India)","0000010184-Rose Bearings (India)","4500003556","Purcahse Order ZSPR","4,160.00","4,908.80 Cr","","","","374.40 Dr","374.40 Dr","","","","","","","","","","","","","","","","","","","",""
"14 Jul 2023","0000012039-DM ENGINEERING ENV SERVICES","0000012039-DM ENGINEERING ENV SERVICES","4540005792","Purcahse Order ZSER","2,20,000.00","2,59,600.00 Cr","","","","19,800.00 Dr","19,800.00 Dr","","","","","","","","","","","","","","","","","","","",""
"14 Jul 2023","0000060123-Sai Baba Business Solutions Pvt Ltd","0000060123-Sai Baba Business Solutions Pvt Ltd","4540005793","Purcahse Order ZSER","4,000.00","4,720.00 Cr","","","","360.00 Dr","360.00 Dr","","","","","","","","","","","","","","","","","","","",""
"14 Jul 2023","","","4610001924","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"14 Jul 2023","","","4610001925","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"14 Jul 2023","","","4610001926","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"14 Jul 2023","","","4610001927","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"14 Jul 2023","","","4610001928","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"14 Jul 2023","","","4610001929","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"14 Jul 2023","","","4610001930","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"14 Jul 2023","","","4610001931","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"14 Jul 2023","","","4610001932","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"14 Jul 2023","","","4610001933","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"15 Jul 2023","0000010056-Emerson Process Management Chennai","0000010056-Emerson Process Management Chennai","4500003557","Purcahse Order ZSPR","2,34,771.30","2,77,030.14 Cr","","","","21,129.42 Dr","21,129.42 Dr","","","","","","","","","","","","","","","","","","","",""
"15 Jul 2023","0000011958-TITANIA PRODUCTS PRIVATE LIMITED","0000011958-TITANIA PRODUCTS PRIVATE LIMITED","4530001040","Purcahse Order ZASS","2,00,19,570.00","4,00,39,140.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"15 Jul 2023","","","4610001934","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
